"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Vigo County, IN"	"18167"	194	108175	179.34	159.65
	"Wabash County, IN"	"18169"	64	32252	198.44	138.21
	"Warren County, IN"	"18171"	11	8352	Unreliable	Unreliable
	"Warrick County, IN"	"18173"	68	61149	111.20	89.06
	"Washington County, IN"	"18175"	54	27878	193.70	159.87
	"Wayne County, IN"	"18177"	242	67671	357.61	268.79
	"Wells County, IN"	"18179"	40	27862	143.56	116.19
	"White County, IN"	"18181"	62	24453	253.55	199.49
	"Whitley County, IN"	"18183"	56	33403	167.65	128.58
	"Adair County, IA"	"19001"	16	7454	Unreliable	Unreliable
	"Adams County, IA"	"19003"	10	3875	Unreliable	Unreliable
	"Allamakee County, IA"	"19005"	26	14038	185.21	116.16
	"Appanoose County, IA"	"19007"	35	12661	276.44	174.00
	"Audubon County, IA"	"19009"	19	5794	Unreliable	Unreliable
	"Benton County, IA"	"19011"	38	25680	147.98	113.16
	"Black Hawk County, IA"	"19013"	225	132897	169.30	147.68
	"Boone County, IA"	"19015"	59	26433	223.21	162.00
	"Bremer County, IA"	"19017"	21	24721	84.95	62.47
	"Buchanan County, IA"	"19019"	41	21038	194.89	152.86
	"Buena Vista County, IA"	"19021"	17	20578	Unreliable	Unreliable
	"Butler County, IA"	"19023"	26	15006	173.26	104.44
	"Calhoun County, IA"	"19025"	16	9866	Unreliable	Unreliable
	"Carroll County, IA"	"19027"	38	20562	184.81	109.51
	"Cass County, IA"	"19029"	35	13448	260.26	158.50
	"Cedar County, IA"	"19031"	38	18411	206.40	140.48
	"Cerro Gordo County, IA"	"19033"	74	43254	171.08	125.66
	"Cherokee County, IA"	"19035"	22	11836	185.87	109.38
	"Chickasaw County, IA"	"19037"	Suppressed	12264	Suppressed	Suppressed
	"Clarke County, IA"	"19039"	24	9217	260.39	199.32
	"Clay County, IA"	"19041"	20	16515	121.10	83.92
	"Clayton County, IA"	"19043"	36	17692	203.48	139.70
	"Clinton County, IA"	"19045"	84	48051	174.81	127.80
	"Crawford County, IA"	"19047"	33	17228	191.55	140.22
	"Dallas County, IA"	"19049"	80	77400	103.36	113.73
	"Davis County, IA"	"19051"	11	8781	Unreliable	Unreliable
	"Decatur County, IA"	"19053"	21	8263	254.14	189.82
	"Delaware County, IA"	"19055"	28	17398	160.94	103.38
	"Des Moines County, IA"	"19057"	90	40255	223.57	161.77
	"Dickinson County, IA"	"19059"	33	16935	194.86	105.94
	"Dubuque County, IA"	"19061"	165	96370	171.22	136.56
	"Emmet County, IA"	"19063"	20	9990	200.20	141.98
	"Fayette County, IA"	"19065"	45	20343	221.21	142.50
	"Floyd County, IA"	"19067"	16	16077	Unreliable	Unreliable
	"Franklin County, IA"	"19069"	10	10436	Unreliable	Unreliable
	"Fremont County, IA"	"19071"	14	7022	Unreliable	Unreliable
	"Greene County, IA"	"19073"	23	9200	250.00	148.44
	"Grundy County, IA"	"19075"	11	12375	Unreliable	Unreliable
	"Guthrie County, IA"	"19077"	30	10722	279.80	177.14
	"Hamilton County, IA"	"19079"	31	15117	205.07	132.00
	"Hancock County, IA"	"19081"	16	11027	Unreliable	Unreliable
	"Hardin County, IA"	"19083"	36	17311	207.96	127.22
	"Harrison County, IA"	"19085"	35	14324	244.35	164.98
	"Henry County, IA"	"19087"	25	20217	123.66	91.98
	"Howard County, IA"	"19089"	14	9449	Unreliable	Unreliable
	"Humboldt County, IA"	"19091"	15	9640	Unreliable	Unreliable
	"Ida County, IA"	"19093"	15	7042	Unreliable	Unreliable
	"Iowa County, IA"	"19095"	27	16375	164.89	115.70
	"Jackson County, IA"	"19097"	29	19482	148.86	111.81
	"Jasper County, IA"	"19099"	61	36872	165.44	118.64
	"Jefferson County, IA"	"19101"	21	17325	121.21	92.53
	"Johnson County, IA"	"19103"	121	142287	85.04	102.63
	"Jones County, IA"	"19105"	48	20454	234.67	160.48
	"Keokuk County, IA"	"19107"	20	10231	195.48	129.96
	"Kossuth County, IA"	"19109"	30	15222	197.08	106.96
	"Lee County, IA"	"19111"	109	35286	308.90	215.92
	"Linn County, IA"	"19113"	408	217751	187.37	167.06
	"Louisa County, IA"	"19115"	23	11161	206.07	157.28
	"Lucas County, IA"	"19117"	17	8701	Unreliable	Unreliable
	"Lyon County, IA"	"19119"	14	11683	Unreliable	Unreliable
	"Madison County, IA"	"19121"	15	15609	Unreliable	Unreliable
	"Mahaska County, IA"	"19123"	42	22370	187.75	138.35
	"Marion County, IA"	"19125"	55	33365	164.84	133.02
	"Marshall County, IA"	"19127"	94	40866	230.02	166.85
	"Mills County, IA"	"19129"	20	14831	134.85	109.36
	"Mitchell County, IA"	"19131"	21	10779	194.82	105.52
	"Monona County, IA"	"19133"	31	8996	344.60	187.84
	"Monroe County, IA"	"19135"	23	8001	287.46	187.60
	"Montgomery County, IA"	"19137"	36	10421	345.46	211.33
	"Muscatine County, IA"	"19139"	73	42903	170.15	140.88
	"O'Brien County, IA"	"19141"	20	14056	142.29	84.84
	"Osceola County, IA"	"19143"	11	6218	Unreliable	Unreliable
	"Page County, IA"	"19145"	34	15496	219.41	134.33
	"Palo Alto County, IA"	"19147"	24	9099	263.77	157.58
	"Plymouth County, IA"	"19149"	43	24874	172.87	135.21
	"Pocahontas County, IA"	"19151"	Suppressed	7138	Suppressed	Suppressed
	"Polk County, IA"	"19153"	621	459862	135.04	138.61
	"Pottawattamie County, IA"	"19155"	216	93128	231.94	186.34
	"Poweshiek County, IA"	"19157"	36	18668	192.84	124.49
	"Ringgold County, IA"	"19159"	16	5051	Unreliable	Unreliable
	"Sac County, IA"	"19161"	25	10035	249.13	153.94
	"Scott County, IA"	"19163"	243	171387	141.78	125.28
	"Shelby County, IA"	"19165"	28	11948	234.35	157.19
	"Sioux County, IA"	"19167"	25	34681	72.09	62.60
	"Story County, IA"	"19169"	85	94073	90.36	99.60
	"Tama County, IA"	"19171"	35	17451	200.56	143.16
	"Taylor County, IA"	"19173"	10	6143	Unreliable	Unreliable
	"Union County, IA"	"19175"	45	12516	359.54	259.27
	"Van Buren County, IA"	"19177"	20	7468	267.81	163.44
	"Wapello County, IA"	"19179"	95	35212	269.79	197.69
	"Warren County, IA"	"19181"	61	47956	127.20	110.13
	"Washington County, IA"	"19183"	40	22070	181.24	129.04
	"Wayne County, IA"	"19185"	19	6395	Unreliable	Unreliable
	"Webster County, IA"	"19187"	45	36955	121.77	97.36
	"Winnebago County, IA"	"19189"	15	10559	Unreliable	Unreliable
	"Winneshiek County, IA"	"19191"	29	20768	139.64	93.80
	"Woodbury County, IA"	"19193"	171	102271	167.20	153.52
	"Worth County, IA"	"19195"	11	7624	Unreliable	Unreliable
	"Wright County, IA"	"19197"	27	12840	210.28	118.51
	"Allen County, KS"	"20001"	33	12909	255.64	177.89
	"Anderson County, KS"	"20003"	13	7883	Unreliable	Unreliable
	"Atchison County, KS"	"20005"	29	16513	175.62	141.50
	"Barber County, KS"	"20007"	11	4897	Unreliable	Unreliable
	"Barton County, KS"	"20009"	47	27385	171.63	137.23
	"Bourbon County, KS"	"20011"	35	14772	236.93	171.37
	"Brown County, KS"	"20013"	11	9815	Unreliable	Unreliable
	"Butler County, KS"	"20015"	82	66227	123.82	107.57
	"Chase County, KS"	"20017"	Suppressed	2692	Suppressed	Suppressed
	"Chautauqua County, KS"	"20019"	Suppressed	3481	Suppressed	Suppressed
	"Cherokee County, KS"	"20021"	50	20787	240.53	190.00
	"Cheyenne County, KS"	"20023"	Suppressed	2693	Suppressed	Suppressed
	"Clark County, KS"	"20025"	Suppressed	2144	Suppressed	Suppressed
	"Clay County, KS"	"20027"	24	8317	288.57	177.22
	"Cloud County, KS"	"20029"	16	9385	Unreliable	Unreliable
	"Coffey County, KS"	"20031"	22	8433	260.88	196.32
	"Comanche County, KS"	"20033"	Suppressed	1954	Suppressed	Suppressed
	"Cowley County, KS"	"20035"	74	35963	205.77	165.01
	"Crawford County, KS"	"20037"	71	39290	180.71	151.75
	"Decatur County, KS"	"20039"	Suppressed	2908	Suppressed	Suppressed
	"Dickinson County, KS"	"20041"	49	19394	252.66	182.85
	"Doniphan County, KS"	"20043"	12	7874	Unreliable	Unreliable
	"Douglas County, KS"	"20045"	108	116585	92.64	103.24
	"Edwards County, KS"	"20047"	11	3030	Unreliable	Unreliable
	"Elk County, KS"	"20049"	Suppressed	2694	Suppressed	Suppressed
	"Ellis County, KS"	"20051"	46	29013	158.55	148.81
	"Ellsworth County, KS"	"20053"	11	6392	Unreliable	Unreliable
	"Finney County, KS"	"20055"	35	37184	94.13	117.62
	"Ford County, KS"	"20057"	32	34795	91.97	102.57
	"Franklin County, KS"	"20059"	61	25611	238.18	194.80
	"Geary County, KS"	"20061"	37	36713	100.78	164.84
	"Gove County, KS"	"20063"	Suppressed	2727	Suppressed	Suppressed
	"Graham County, KS"	"20065"	10	2566	Unreliable	Unreliable
	"Grant County, KS"	"20067"	Suppressed	7816	Suppressed	Suppressed
	"Gray County, KS"	"20069"	Suppressed	6082	Suppressed	Suppressed
	"Greeley County, KS"	"20071"	Suppressed	1301	Suppressed	Suppressed
	"Greenwood County, KS"	"20073"	12	6328	Unreliable	Unreliable
	"Hamilton County, KS"	"20075"	Suppressed	2603	Suppressed	Suppressed
	"Harper County, KS"	"20077"	19	5818	Unreliable	Unreliable
	"Harvey County, KS"	"20079"	58	34820	166.57	122.19
	"Haskell County, KS"	"20081"	Suppressed	4106	Suppressed	Suppressed
	"Hodgeman County, KS"	"20083"	Suppressed	1916	Suppressed	Suppressed
	"Jackson County, KS"	"20085"	19	13539	Unreliable	Unreliable
	"Jefferson County, KS"	"20087"	37	18855	196.23	143.22
	"Jewell County, KS"	"20089"	Suppressed	3043	Suppressed	Suppressed
	"Johnson County, KS"	"20091"	453	574272	78.88	76.59
	"Kearny County, KS"	"20093"	Suppressed	3915	Suppressed	Suppressed
	"Kingman County, KS"	"20095"	14	7698	Unreliable	Unreliable
	"Kiowa County, KS"	"20097"	Suppressed	2513	Suppressed	Suppressed
	"Labette County, KS"	"20099"	34	20960	162.21	119.60
	"Lane County, KS"	"20101"	Suppressed	1687	Suppressed	Suppressed
	"Leavenworth County, KS"	"20103"	104	78797	131.98	126.24
	"Lincoln County, KS"	"20105"	Suppressed	3167	Suppressed	Suppressed
	"Linn County, KS"	"20107"	24	9502	252.58	160.92
	"Logan County, KS"	"20109"	Suppressed	2794	Suppressed	Suppressed
	"Lyon County, KS"	"20111"	54	33212	162.59	147.44
	"McPherson County, KS"	"20113"	59	29241	201.77	144.38
	"Marion County, KS"	"20115"	25	12208	204.78	121.89
	"Marshall County, KS"	"20117"	23	10006	229.86	156.41
	"Meade County, KS"	"20119"	Suppressed	4357	Suppressed	Suppressed
	"Miami County, KS"	"20121"	50	32822	152.34	126.06
	"Mitchell County, KS"	"20123"	Suppressed	6284	Suppressed	Suppressed
	"Montgomery County, KS"	"20125"	71	34065	208.43	164.52
	"Morris County, KS"	"20127"	13	5698	Unreliable	Unreliable
	"Morton County, KS"	"20129"	Suppressed	3110	Suppressed	Suppressed
	"Nemaha County, KS"	"20131"	14	10148	Unreliable	Unreliable
	"Neosho County, KS"	"20133"	43	16416	261.94	197.22
	"Ness County, KS"	"20135"	Suppressed	3105	Suppressed	Suppressed
	"Norton County, KS"	"20137"	Suppressed	5560	Suppressed	Suppressed
	"Osage County, KS"	"20139"	42	15936	263.55	203.06
	"Osborne County, KS"	"20141"	Suppressed	3756	Suppressed	Suppressed
	"Ottawa County, KS"	"20143"	Suppressed	6065	Suppressed	Suppressed
	"Pawnee County, KS"	"20145"	11	6916	Unreliable	Unreliable
	"Phillips County, KS"	"20147"	Suppressed	5533	Suppressed	Suppressed
	"Pottawatomie County, KS"	"20149"	41	22897	179.06	168.66
	"Pratt County, KS"	"20151"	13	9850	Unreliable	Unreliable
	"Rawlins County, KS"	"20153"	Suppressed	2584	Suppressed	Suppressed
	"Reno County, KS"	"20155"	125	63794	195.94	146.14
	"Republic County, KS"	"20157"	13	4803	Unreliable	Unreliable
	"Rice County, KS"	"20159"	20	10015	199.70	152.45
	"Riley County, KS"	"20161"	54	75194	71.81	108.19
	"Rooks County, KS"	"20163"	Suppressed	5155	Suppressed	Suppressed
	"Rush County, KS"	"20165"	Suppressed	3197	Suppressed	Suppressed
	"Russell County, KS"	"20167"	Suppressed	6956	Suppressed	Suppressed
	"Saline County, KS"	"20169"	110	55755	197.29	163.90
	"Scott County, KS"	"20171"	Suppressed	5080	Suppressed	Suppressed
	"Sedgwick County, KS"	"20173"	586	508803	115.17	111.24
	"Seward County, KS"	"20175"	23	23465	98.02	126.19
	"Shawnee County, KS"	"20177"	398	178406	223.09	176.77
	"Sheridan County, KS"	"20179"	Suppressed	2539	Suppressed	Suppressed
	"Sherman County, KS"	"20181"	16	6110	Unreliable	Unreliable
	"Smith County, KS"	"20183"	14	3769	Unreliable	Unreliable
	"Stafford County, KS"	"20185"	Suppressed	4297	Suppressed	Suppressed
	"Stanton County, KS"	"20187"	Suppressed	2111	Suppressed	Suppressed
	"Stevens County, KS"	"20189"	10	5801	Unreliable	Unreliable
	"Sumner County, KS"	"20191"	37	23528	157.26	116.14
	"Thomas County, KS"	"20193"	14	7891	Unreliable	Unreliable
	"Trego County, KS"	"20195"	Suppressed	2902	Suppressed	Suppressed
	"Wabaunsee County, KS"	"20197"	14	7022	Unreliable	Unreliable
	"Wallace County, KS"	"20199"	Suppressed	1506	Suppressed	Suppressed
	"Washington County, KS"	"20201"	11	5598	Unreliable	Unreliable
	"Wichita County, KS"	"20203"	Suppressed	2176	Suppressed	Suppressed
	"Wilson County, KS"	"20205"	26	9028	287.99	200.12
	"Woodson County, KS"	"20207"	Suppressed	3157	Suppressed	Suppressed
	"Wyandotte County, KS"	"20209"	196	161636	121.26	128.95
	"Adair County, KY"	"21001"	29	19204	151.01	131.38
	"Allen County, KY"	"21003"	36	20384	176.61	152.70
	"Anderson County, KY"	"21005"	48	21888	219.30	196.16
	"Ballard County, KY"	"21007"	17	8240	Unreliable	Unreliable
	"Barren County, KY"	"21009"	89	43148	206.27	158.26
	"Bath County, KY"	"21011"	29	12206	237.59	190.03
	"Bell County, KY"	"21013"	83	27778	298.80	229.59
	"Boone County, KY"	"21015"	225	126413	177.99	191.68
	"Bourbon County, KY"	"21017"	34	19972	170.24	136.84
	"Boyd County, KY"	"21019"	135	48832	276.46	215.78
	"Boyle County, KY"	"21021"	58	29706	195.25	152.75
	"Bracken County, KY"	"21023"	34	8406	404.47	323.87
	"Breathitt County, KY"	"21025"	45	13409	335.60	278.35
	"Breckinridge County, KY"	"21027"	48	19888	241.35	183.37
	"Bullitt County, KY"	"21029"	103	77955	132.13	121.42
	"Butler County, KY"	"21031"	24	12875	186.41	136.99
	"Caldwell County, KY"	"21033"	44	12725	345.78	238.33
	"Calloway County, KY"	"21035"	69	38282	180.24	154.92
	"Campbell County, KY"	"21037"	217	91833	236.30	216.59
	"Carlisle County, KY"	"21039"	10	4978	Unreliable	Unreliable
	"Carroll County, KY"	"21041"	28	10815	258.90	228.33
	"Carter County, KY"	"21043"	74	27223	271.83	223.23
	"Casey County, KY"	"21045"	52	15891	327.23	248.18
	"Christian County, KY"	"21047"	93	74250	125.25	146.90
	"Clark County, KY"	"21049"	72	35758	201.35	169.17
	"Clay County, KY"	"21051"	74	21147	349.93	326.33
	"Clinton County, KY"	"21053"	30	10165	295.13	247.29
	"Crittenden County, KY"	"21055"	19	9224	Unreliable	Unreliable
	"Cumberland County, KY"	"21057"	17	6745	Unreliable	Unreliable
	"Daviess County, KY"	"21059"	239	98275	243.20	193.87
	"Edmonson County, KY"	"21061"	26	12013	216.43	153.92
	"Elliott County, KY"	"21063"	14	7672	Unreliable	Unreliable
	"Estill County, KY"	"21065"	27	14447	186.89	155.12
	"Fayette County, KY"	"21067"	420	310797	135.14	138.02
	"Fleming County, KY"	"21069"	30	14545	206.26	168.86
	"Floyd County, KY"	"21071"	126	38108	330.64	280.02
	"Franklin County, KY"	"21073"	85	49880	170.41	138.39
	"Fulton County, KY"	"21075"	13	6265	Unreliable	Unreliable
	"Gallatin County, KY"	"21077"	35	8589	407.50	371.46
	"Garrard County, KY"	"21079"	31	16858	183.89	143.40
	"Grant County, KY"	"21081"	75	24875	301.51	306.24
	"Graves County, KY"	"21083"	70	37618	186.08	148.91
	"Grayson County, KY"	"21085"	60	26194	229.06	190.70
	"Green County, KY"	"21087"	24	11043	217.33	155.54
	"Greenup County, KY"	"21089"	112	36308	308.47	220.13
	"Hancock County, KY"	"21091"	11	8753	Unreliable	Unreliable
	"Hardin County, KY"	"21093"	189	108266	174.57	173.23
	"Harlan County, KY"	"21095"	110	28163	390.58	309.34
	"Harrison County, KY"	"21097"	43	18592	231.28	199.38
	"Hart County, KY"	"21099"	48	18597	258.11	204.17
	"Henderson County, KY"	"21101"	127	46467	273.31	220.00
	"Henry County, KY"	"21103"	33	15572	211.92	176.59
	"Hickman County, KY"	"21105"	Suppressed	4734	Suppressed	Suppressed
	"Hopkins County, KY"	"21107"	139	46376	299.72	231.54
	"Jackson County, KY"	"21109"	15	13289	Unreliable	Unreliable
	"Jefferson County, KY"	"21111"	1147	760026	150.92	132.78
	"Jessamine County, KY"	"21113"	116	50815	228.28	209.30
	"Johnson County, KY"	"21115"	57	23262	245.03	197.37
	"Kenton County, KY"	"21117"	439	163929	267.80	258.64
	"Knott County, KY"	"21119"	48	15892	302.04	266.16
	"Knox County, KY"	"21121"	108	31798	339.64	271.96
	"Larue County, KY"	"21123"	35	14180	246.83	192.53
	"Laurel County, KY"	"21125"	79	60015	131.63	116.68
	"Lawrence County, KY"	"21127"	50	15804	316.38	267.56
	"Lee County, KY"	"21129"	17	7594	Unreliable	Unreliable
	"Leslie County, KY"	"21131"	48	10918	439.64	345.38
	"Letcher County, KY"	"21133"	75	23359	321.08	248.60
	"Lewis County, KY"	"21135"	42	13880	302.59	236.43
	"Lincoln County, KY"	"21137"	71	24445	290.45	223.89
	"Livingston County, KY"	"21139"	27	9359	288.49	195.45
	"Logan County, KY"	"21141"	55	26867	204.71	156.58
	"Lyon County, KY"	"21143"	30	8430	355.87	255.35
	"McCracken County, KY"	"21145"	140	65316	214.34	164.98
	"McCreary County, KY"	"21147"	35	17863	195.94	168.66
	"McLean County, KY"	"21149"	16	9478	Unreliable	Unreliable
	"Madison County, KY"	"21151"	96	87340	109.92	109.71
	"Magoffin County, KY"	"21153"	36	12913	278.79	230.10
	"Marion County, KY"	"21155"	44	20007	219.92	184.25
	"Marshall County, KY"	"21157"	70	30953	226.15	156.90
	"Martin County, KY"	"21159"	26	12537	207.39	174.62
	"Mason County, KY"	"21161"	69	17166	401.96	311.37
	"Meade County, KY"	"21163"	65	29139	223.07	233.26
	"Menifee County, KY"	"21165"	13	6287	Unreliable	Unreliable
	"Mercer County, KY"	"21167"	40	21319	187.63	144.73
	"Metcalfe County, KY"	"21169"	18	9990	Unreliable	Unreliable
	"Monroe County, KY"	"21171"	19	10704	Unreliable	Unreliable
	"Montgomery County, KY"	"21173"	57	27474	207.47	184.91
	"Morgan County, KY"	"21175"	40	13303	300.68	269.77
	"Muhlenberg County, KY"	"21177"	66	31207	211.49	158.28
	"Nelson County, KY"	"21179"	86	44812	191.91	192.86
	"Nicholas County, KY"	"21181"	22	7041	312.46	256.47
	"Ohio County, KY"	"21183"	41	23977	171.00	141.67
	"Oldham County, KY"	"21185"	55	63490	86.63	98.99
	"Owen County, KY"	"21187"	29	10645	272.43	225.25
	"Owsley County, KY"	"21189"	13	4508	Unreliable	Unreliable
	"Pendleton County, KY"	"21191"	36	14493	248.40	237.38
	"Perry County, KY"	"21193"	90	27597	326.12	271.34
	"Pike County, KY"	"21195"	215	63034	341.09	280.18
	"Powell County, KY"	"21197"	30	12434	241.27	208.39
	"Pulaski County, KY"	"21199"	139	63825	217.78	170.30
	"Robertson County, KY"	"21201"	Suppressed	2197	Suppressed	Suppressed
	"Rockcastle County, KY"	"21203"	39	16826	231.78	182.54
	"Rowan County, KY"	"21205"	64	23655	270.56	259.24
	"Russell County, KY"	"21207"	39	17774	219.42	182.08
	"Scott County, KY"	"21209"	54	51284	105.30	122.29
	"Shelby County, KY"	"21211"	61	44875	135.93	128.96
	"Simpson County, KY"	"21213"	23	17826	129.03	108.53
	"Spencer County, KY"	"21215"	22	17668	124.52	135.95
	"Taylor County, KY"	"21217"	37	25257	146.49	117.13
	"Todd County, KY"	"21219"	23	12520	183.71	158.78
	"Trigg County, KY"	"21221"	32	14142	226.28	147.88
	"Trimble County, KY"	"21223"	18	8786	Unreliable	Unreliable
	"Union County, KY"	"21225"	43	15165	283.55	247.27
	"Warren County, KY"	"21227"	154	120460	127.84	129.92
	"Washington County, KY"	"21229"	12	11959	Unreliable	Unreliable
	"Wayne County, KY"	"21231"	31	20486	151.32	118.61
	"Webster County, KY"	"21233"	39	13236	294.65	227.31
	"Whitley County, KY"	"21235"	96	35503	270.40	244.41
	"Wolfe County, KY"	"21237"	20	7214	277.24	235.41
	"Woodford County, KY"	"21239"	41	25563	160.39	133.24
	"Acadia Parish, LA"	"22001"	83	62486	132.83	123.52
	"Allen Parish, LA"	"22003"	35	25713	136.12	124.88
	"Ascension Parish, LA"	"22005"	126	117029	107.67	120.04
	"Assumption Parish, LA"	"22007"	28	23034	121.56	109.77
	"Avoyelles Parish, LA"	"22009"	49	41145	119.09	103.82
	"Beauregard Parish, LA"	"22011"	20	36198	55.25	48.65
	"Bienville Parish, LA"	"22013"	26	13885	187.25	164.90
	"Bossier Parish, LA"	"22015"	104	125064	83.16	80.94
	"Caddo Parish, LA"	"22017"	680	252603	269.20	233.14
	"Calcasieu Parish, LA"	"22019"	222	197204	112.57	103.29
	"Caldwell Parish, LA"	"22021"	19	9894	Unreliable	Unreliable
	"Cameron Parish, LA"	"22023"	Suppressed	6679	Suppressed	Suppressed
	"Catahoula Parish, LA"	"22025"	13	10151	Unreliable	Unreliable
	"Claiborne Parish, LA"	"22027"	27	16412	164.51	119.06
	"Concordia Parish, LA"	"22029"	31	20466	151.47	123.82
	"De Soto Parish, LA"	"22031"	23	27142	84.74	67.75
	"East Baton Rouge Parish, LA"	"22033"	382	446042	85.64	86.62
	"East Carroll Parish, LA"	"22035"	14	7487	Unreliable	Unreliable
	"East Feliciana Parish, LA"	"22037"	17	19813	Unreliable	Unreliable
	"Evangeline Parish, LA"	"22039"	45	33700	133.53	130.45
	"Franklin Parish, LA"	"22041"	27	20441	132.09	105.32
	"Grant Parish, LA"	"22043"	18	22384	Unreliable	Unreliable
	"Iberia Parish, LA"	"22045"	61	73913	82.53	77.78
	"Iberville Parish, LA"	"22047"	26	33327	78.01	72.74
	"Jackson Parish, LA"	"22049"	24	15994	150.06	110.00
	"Jefferson Parish, LA"	"22051"	625	435716	143.44	122.49
	"Jefferson Davis Parish, LA"	"22053"	57	31477	181.08	156.74
	"Lafayette Parish, LA"	"22055"	189	235644	80.21	81.33
	"Lafourche Parish, LA"	"22057"	157	98020	160.17	150.57
	"LaSalle Parish, LA"	"22059"	18	14839	Unreliable	Unreliable
	"Lincoln Parish, LA"	"22061"	52	47617	109.20	120.87
	"Livingston Parish, LA"	"22063"	301	135751	221.73	221.59
	"Madison Parish, LA"	"22065"	Suppressed	11843	Suppressed	Suppressed
	"Morehouse Parish, LA"	"22067"	35	26760	130.79	104.15
	"Natchitoches Parish, LA"	"22069"	64	39166	163.41	141.61
	"Orleans Parish, LA"	"22071"	364	384320	94.71	93.22
	"Ouachita Parish, LA"	"22073"	410	156325	262.27	242.72
	"Plaquemines Parish, LA"	"22075"	25	23447	106.62	97.73
	"Pointe Coupee Parish, LA"	"22077"	72	22406	321.34	230.39
	"Rapides Parish, LA"	"22079"	103	132488	77.74	74.26
	"Red River Parish, LA"	"22081"	Suppressed	8669	Suppressed	Suppressed
	"Richland Parish, LA"	"22083"	11	20740	Unreliable	Unreliable
	"Sabine Parish, LA"	"22085"	20	24199	82.65	64.94
	"St. Bernard Parish, LA"	"22087"	43	44409	96.83	108.89
	"St. Charles Parish, LA"	"22089"	51	52745	96.69	98.83
	"St. Helena Parish, LA"	"22091"	35	10619	329.60	258.22
	"St. James Parish, LA"	"22093"	28	21638	129.40	104.17
	"St. John the Baptist Parish, LA"	"22095"	34	43745	77.72	72.28
	"St. Landry Parish, LA"	"22097"	110	83709	131.41	120.24
	"St. Martin Parish, LA"	"22099"	59	53315	110.66	103.66
	"St. Mary Parish, LA"	"22101"	68	53162	127.91	110.06
	"St. Tammany Parish, LA"	"22103"	273	245829	111.05	99.39
	"Tangipahoa Parish, LA"	"22105"	256	127049	201.50	191.21
	"Tensas Parish, LA"	"22107"	Suppressed	4830	Suppressed	Suppressed
	"Terrebonne Parish, LA"	"22109"	214	113328	188.83	186.29
	"Union Parish, LA"	"22111"	27	22539	119.79	102.10
	"Vermilion Parish, LA"	"22113"	46	59616	77.16	70.37
	"Vernon Parish, LA"	"22115"	55	52132	105.50	120.65
	"Washington Parish, LA"	"22117"	80	46286	172.84	150.20
	"Webster Parish, LA"	"22119"	35	40333	86.78	67.50
	"West Baton Rouge Parish, LA"	"22121"	20	25085	79.73	73.97
	"West Carroll Parish, LA"	"22123"	12	11525	Unreliable	Unreliable
	"West Feliciana Parish, LA"	"22125"	Suppressed	15406	Suppressed	Suppressed
	"Winn Parish, LA"	"22127"	12	14743	Unreliable	Unreliable
	"Androscoggin County, ME"	"23001"	207	107440	192.67	155.58
	"Aroostook County, ME"	"23003"	159	69447	228.95	145.61
	"Cumberland County, ME"	"23005"	406	287797	141.07	112.10
	"Franklin County, ME"	"23007"	55	30296	181.54	131.95
	"Hancock County, ME"	"23009"	130	54696	237.68	160.51
	"Kennebec County, ME"	"23011"	245	121112	202.29	147.77
	"Knox County, ME"	"23013"	84	39676	211.71	134.61
	"Lincoln County, ME"	"23015"	83	34170	242.90	152.45
	"Oxford County, ME"	"23017"	146	57238	255.08	175.48
	"Penobscot County, ME"	"23019"	325	153414	211.85	163.96
	"Piscataquis County, ME"	"23021"	55	17026	323.04	205.98
	"Sagadahoc County, ME"	"23023"	62	35045	176.92	117.74
	"Somerset County, ME"	"23025"	113	51163	220.86	160.79
	"Waldo County, ME"	"23027"	78	39051	199.74	147.07
	"Washington County, ME"	"23029"	97	31808	304.95	203.24
	"York County, ME"	"23031"	331	200710	164.91	127.62
	"Allegany County, MD"	"24001"	97	72952	132.96	99.22
	"Anne Arundel County, MD"	"24003"	655	560133	116.94	110.37
	"Baltimore County, MD"	"24005"	973	826925	117.66	97.95
	"Calvert County, MD"	"24009"	131	90613	144.57	134.25
	"Caroline County, MD"	"24011"	77	32538	236.65	213.17
	"Carroll County, MD"	"24013"	164	167830	97.72	83.11
	"Cecil County, MD"	"24015"	169	102383	165.07	156.35
	"Charles County, MD"	"24017"	120	154747	77.55	84.86
	"Dorchester County, MD"	"24019"	56	32578	171.90	123.69
	"Frederick County, MD"	"24021"	244	243675	100.13	98.25
	"Garrett County, MD"	"24023"	36	29679	121.30	84.77
	"Harford County, MD"	"24025"	284	250105	113.55	100.45
	"Howard County, MD"	"24027"	162	309284	52.38	55.61
	"Kent County, MD"	"24029"	42	19820	211.91	126.26
	"Montgomery County, MD"	"24031"	415	1030447	40.27	37.17
	"Prince George's County, MD"	"24033"	495	904430	54.73	58.26
	"Queen Anne's County, MD"	"24035"	92	48804	188.51	146.01
	"St. Mary's County, MD"	"24037"	142	110382	128.64	132.49
	"Somerset County, MD"	"24039"	31	25859	119.88	103.41
	"Talbot County, MD"	"24041"	70	37643	185.96	109.82
	"Washington County, MD"	"24043"	275	149573	183.86	155.39
	"Wicomico County, MD"	"24045"	110	101539	108.33	99.04
	"Worcester County, MD"	"24047"	89	51675	172.23	106.69
